siteID,namedLocation,year,month,n_samples,n_taxa,mean_body_length,sd_body_length,max_body_length,mean_body_width,mean_count_per_liter
TOOK,TOOK.AOS.buoy.c0,2018,8,11,11,0.7645454545454545,NA,0.8145454545454546,0.065,2.7872451989250835
TOOK,TOOK.AOS.littoral2,2018,8,6,6,0.9166666666666666,NA,0.9266666666666666,0.08,34.201388888888886
TOOK,TOOK.AOS.littoral3,2018,8,7,7,0.5271428571428571,NA,0.54,0.065,13.160714285714285
TOOK,TOOK.AOS.buoy.c0,2018,9,9,9,0.5166666666666667,NA,0.5766666666666667,0.05,1.2032580525731211
TOOK,TOOK.AOS.littoral2,2018,9,12,12,0.7333333333333333,NA,0.7516666666666667,0.065,0.6076388888888888
TOOK,TOOK.AOS.littoral3,2018,9,6,6,0.3183333333333333,NA,0.35333333333333333,NA,0.4097222222222222
TOOK,TOOK.AOS.buoy.c1,2019,6,13,13,0.7761538461538461,NA,0.9677692307692308,0.09042857142857143,1.7735311707914447
TOOK,TOOK.AOS.littoral2,2019,6,10,10,0.5749,NA,0.6412,0.0716,4.305555555555555
TOOK,TOOK.AOS.littoral3,2019,6,10,10,0.5725,NA,0.6752,0.1002,0.3166666666666667
TOOK,TOOK.AOS.buoy.c1,2019,7,5,5,0.7832,NA,1.0696,0.065,1.035328046142754
TOOK,TOOK.AOS.littoral2,2019,7,4,4,0.6525000000000001,NA,0.7232500000000001,0.04,0.1875
TOOK,TOOK.AOS.littoral3,2019,7,6,6,1.0905,NA,1.1683333333333334,0.0635,0.5833333333333333
TOOK,TOOK.AOS.buoy.c0,2019,9,7,7,1.4694285714285713,NA,1.574142857142857,0.074,0.32500185786123015
TOOK,TOOK.AOS.littoral2,2019,9,2,2,0.4955,NA,0.498,0.072,0.33333333333333337
TOOK,TOOK.AOS.littoral3,2019,9,5,5,0.7842,NA,0.8004,0.07100000000000001,0.725
TOOK,TOOK.AOS.buoy.c1,2020,7,6,6,0.6045,NA,0.65,0.06366666666666668,3.905311223263639
TOOK,TOOK.AOS.littoral2,2020,7,7,7,0.5344285714285715,NA,0.58,0.09725,2.015873015873016
TOOK,TOOK.AOS.littoral3,2020,7,6,6,0.5498333333333334,NA,0.5883333333333334,0.067,9.930555555555555
TOOK,TOOK.AOS.buoy.c1,2020,8,4,4,0.85425,NA,0.92675,0.052,2.1103295075897814
TOOK,TOOK.AOS.littoral2,2020,8,8,8,0.878625,NA,0.9358749999999999,0.078,0.8020833333333334
TOOK,TOOK.AOS.littoral3,2020,8,6,6,1.1663333333333332,NA,1.2198333333333333,0.051,0.6250000000000001
TOOK,TOOK.AOS.buoy.c1,2020,9,7,7,1.1384285714285713,NA,1.1987142857142856,0.098,0.7837573385518591
TOOK,TOOK.AOS.littoral2,2020,9,8,8,0.764,NA,0.8532500000000001,0.09666666666666666,2.3680555555555554
TOOK,TOOK.AOS.littoral3,2020,9,8,8,0.85325,NA,0.882125,0.101,0.2638888888888889
TOOK,TOOK.AOS.buoy.c1,2021,7,18,15,0.7038888888888889,NA,0.7456666666666667,0.1325,1.5452194471660947
TOOK,TOOK.AOS.littoral2,2021,7,14,12,0.7547857142857143,NA,0.8927142857142857,0.07283333333333333,5.72420634920635
TOOK,TOOK.AOS.littoral3,2021,7,15,11,0.6781333333333334,NA,0.7306666666666667,0.06816666666666667,5.046296296296297
TOOK,TOOK.AOS.buoy.c0,2021,9,5,5,0.66,NA,0.66,0.1,1.6283807516684228
TOOK,TOOK.AOS.littoral2,2021,9,7,7,1.0142857142857142,NA,1.0142857142857142,0.1,2.083333333333333
TOOK,TOOK.AOS.littoral3,2021,9,7,7,0.5,NA,0.5285714285714286,0.1,0.6468253968253969
TOOK,TOOK.AOS.buoy.c1,2022,6,9,9,0.33744444444444444,NA,0.3744444444444444,0.085,0.604261796042618
TOOK,TOOK.AOS.littoral2,2022,6,11,11,0.5714545454545454,NA,0.7072727272727273,0.09333333333333334,0.5934343434343434
TOOK,TOOK.AOS.littoral3,2022,6,10,10,0.567,NA,0.597,0.078,3.4722222222222223
TOOK,TOOK.AOS.buoy.c0,2022,8,9,9,0.8322222222222222,NA,0.8655555555555555,0.052500000000000005,0.8471521268925739
TOOK,TOOK.AOS.littoral2,2022,8,10,10,0.77,NA,0.8099999999999999,0.060000000000000005,1.1972222222222222
TOOK,TOOK.AOS.littoral3,2022,8,8,8,0.69875,NA,0.72625,0.061,0.17708333333333331
TOOK,TOOK.AOS.buoy.c0,2022,9,7,7,1.0614285714285714,NA,1.09,0.05,1.0876506334328973
TOOK,TOOK.AOS.littoral2,2022,9,8,8,0.9225,NA,0.935,0.04666666666666667,0.2951388888888889
TOOK,TOOK.AOS.littoral3,2022,9,8,8,0.931875,NA,0.9662499999999999,0.06166666666666667,0.16319444444444445
TOOK,TOOK.AOS.buoy.c1,2023,7,19,13,0.6519473684210526,NA,0.6878947368421052,0.07250000000000001,0.7148793566681027
TOOK,TOOK.AOS.littoral2,2023,7,16,11,0.63,NA,0.70875,0.069625,1.3602430555555556
TOOK,TOOK.AOS.littoral3,2023,7,14,11,0.3865,NA,0.4514285714285714,0.06833333333333333,0.36904761904761907
TOOK,TOOK.AOS.buoy.c0,2023,9,9,9,0.8963333333333333,NA,0.9388888888888889,0.06375,0.5607626371865737
TOOK,TOOK.AOS.littoral2,2023,9,8,8,0.875,NA,0.8937499999999999,0.06333333333333334,0.9322916666666667
TOOK,TOOK.AOS.littoral3,2023,9,9,9,0.5055555555555555,NA,0.5277777777777778,0.061399999999999996,0.21511922881785894
TOOK,TOOK.AOS.buoy.c1,2024,6,14,14,0.19857142857142857,NA,0.2507142857142857,0.08666666666666667,0.6715237742635003
TOOK,TOOK.AOS.littoral2,2024,6,10,10,0.247,NA,0.43100000000000005,0.07625,1.5222222222222224
TOOK,TOOK.AOS.littoral3,2024,6,17,17,0.22294117647058825,NA,0.26823529411764707,0.10615384615384615,1.4379084967320261
TOOK,TOOK.AOS.buoy.c1,2024,8,7,7,0.43,NA,0.5242857142857142,0.16999999999999998,1.510361784334387
TOOK,TOOK.AOS.littoral2,2024,8,15,15,0.35333333333333333,NA,0.3926666666666667,0.10800000000000001,0.9851851851851852
TOOK,TOOK.AOS.littoral3,2024,8,11,11,0.40454545454545454,NA,0.5372727272727272,0.065,0.23484848484848486
TOOK,TOOK.AOS.buoy.c0,2024,9,7,7,0.4114285714285714,NA,0.5328571428571429,0.104,2.8320115356885363
TOOK,TOOK.AOS.littoral2,2024,9,7,7,0.42428571428571427,NA,0.5271428571428571,0.060000000000000005,3.682539682539683
TOOK,TOOK.AOS.littoral3,2024,9,8,8,0.4475,NA,0.47124999999999995,0.062,0.3541666666666667
